invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-52933800062,2022-11-10,4509,AJ'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010.0,POINT(-93.65084 42.02144),,STORY,1031100,AMERICAN VODKAS,259,HEAVEN HILL BRANDS,35416,BURNETTS VODKA 80PRF,12,750,4.5,6.75,24,162.0,18.0,4.75
INV-27359100002,2020-05-19,5619,CASEY'S GENERAL STORE #3041 / ELK RUN HEIGHTS,5202 LAFAYETTE RD,EVANSDALE,50707.0,POINT(-92.257902 42.469069),7,BLACK HAWK,1031100.0,AMERICAN VODKAS,259.0,HEAVEN HILL BRANDS,35416,BURNETTS VODKA 80PRF,12,750,4.5,6.75,24,162.0,18.0,4.75
INV-19370800061,2019-05-15,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,POINT(-93.619455 42.022848),85,STORY,1031100.0,AMERICAN VODKAS,259,HEAVEN HILL BRANDS,35416,BURNETTS VODKA 80PRF,12,750,4.48,6.72,24,161.28,18.0,4.75
INV-14107200002,2018-08-28,5028,MIDTOWN LIQUOR,"1100, E 5TH ST",STORM LAKE,50588,POINT(-95.186938 42.644563),11,BUENA VISTA,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-23574300006,2019-11-29,4752,GASLAND / BURLINGTON,1003 SUMMER ST,BURLINGTON,52655,,29,DES MOINES,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-26796400022,2020-04-24,5660,NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,2013 CENTRAL AVE,DUBUQUE,52001.0,POINT(-90.670151 42.5116),31,DUBUQUE,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-19822700011,2019-06-05,4503,CASEY'S GENERAL STORE #38 / TREYNOR,102 W MAIN ST,TREYNOR,51575,POINT(-95.617322 41.232472),78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-23410800036,2019-11-23,2507,HY-VEE FOOD STORE #1 / BURLINGTON,939 ANGULAR,BURLINGTON,52601,POINT(-91.110752 40.801889),29,DES MOINES,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-32253500001,2020-11-27,4929,CASEY'S GENERAL STORE #1680 / ADEL,816 GREENE ST,ADEL,50003.0,POINT(-94.018348 41.614408),25,DALLAS,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-42783300009,2021-12-10,2507,HY-VEE FOOD STORE #1 / BURLINGTON,939 ANGULAR,BURLINGTON,52601.0,POINT(-91.110752 40.801889),29,DES MOINES,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-19038800008,2019-04-29,5226,KC BROTHERS,214 MYRTLE ST,DAVENPORT,52802,POINT(-90.589149 41.521586),82,SCOTT,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-36462000027,2021-05-07,3592,WAL-MART 0886 / FORT DODGE,3036 1ST AVE SOUTH,FORT DODGE,50501.0,POINT(-94.153456 42.505334),42,HARDIN,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-22456400001,2019-10-11,4664,CASEY'S GENERAL STORE #24 / BOONE,1127 STORY,BOONE,50036,POINT(-93.880068 42.067645),8,BOONE,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-19222000020,2019-05-07,4588,SAM'S MINI MART / SIOUX CITY,923 W 7TH ST,SIOUX CITY,51103,POINT(-96.419074 42.503495),97,WOODBURY,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-37767400017,2021-06-24,3629,WAL-MART 1965 / COUNCIL BLUFFS,3200 MANAWA DR,COUNCIL BLUFFS,51503.0,,78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-18474600013,2019-04-01,2507,HY-VEE FOOD STORE #1 / BURLINGTON,939 ANGULAR,BURLINGTON,52601,POINT(-91.110752 40.801889),29,DES MOINES,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35916,FIVE O'CLOCK VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-27020000001,2020-05-05,3942,TWIN TOWN LIQUOR,104 HIGHWAY 30 WEST,TOLEDO,52342.0,POINT(-92.579446 41.985985),86,TAMA,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-19586800007,2019-05-24,4937,ROCSTOP,1310 W SHERIDAN AVE,SHENANDOAH,51601,POINT(-95.38464 40.765869),73,PAGE,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-20113000005,2019-06-20,2587,HY-VEE FOOD STORE / JOHNSTON,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT(-93.697731 41.665172),77,POLK,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-26377800006,2020-04-07,4500,CASEY'S GENERAL STORE #2788 / NORTH LIBERTY,595 N KANSAS AVE,NORTH LIBERTY,52317.0,POINT(-91.636952 41.751925),52,JOHNSON,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-18146900005,2019-03-14,4338,RANDHAWA'S TRAVEL CENTER,1659D MARSHALLTOWN BLVD,MELBOURNE,50162,POINT(-93.100117 41.953843),64,MARSHALL,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-34665500011,2021-03-01,5176,SMOKIN' JOE'S #15 TOBACCO AND LIQUOR OUTLET,455 EDGEWOOD RD NW,CEDAR RAPIDS,52405.0,POINT(-91.715903 41.97805),57,LINN,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-31405800007,2020-10-27,4657,CASEY'S GENERAL STORE #2526 / WELLSBURG,308 N WASHINGTON,WELLSBURG,50680.0,POINT(-92.925287 42.43855),38,GRUNDY,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-18197400003,2019-03-18,5040,WILTON EXPRESS,1300 NICOLAUS ST,WILTON,52778,POINT(-91.034817 41.589962),70,MUSCATINE,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-18241500041,2019-03-20,2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,1011  13TH ST NORTH,HUMBOLDT,50548,POINT(-94.227116 42.733221),46,HUMBOLDT,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-32376200001,2020-12-02,3990,CORK AND BOTTLE / OSKALOOSA,309 A AVE WEST,OSKALOOSA,52577.0,POINT(-92.648153 41.296228),62,MAHASKA,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-17617800019,2019-02-18,2601,HY-VEE FOOD STORE / FAIRFIELD,1300 WEST BURLINGTON AVE,FAIRFIELD,52556.0,POINT(-91.978702 41.006456),51,JEFFERSON,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-23917300003,2019-12-13,5737,SUPER STOP & SHOP / BALDWIN,5358 HWY 64,BALDWIN,52207,POINT(-90.834314 42.073361),49,JACKSON,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-31227400010,2020-10-21,5075,PRONTO MARKET  / NEW SHARON,"202, S MAIN ST",NEW SHARON,50207.0,POINT(-92.651525 41.468516),62,MAHASKA,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-29384600010,2020-08-11,5446,PUMP N PAK,1004 MAIN ST.,ROCK VALLEY,51247.0,POINT(-96.294824 43.200164),84,SIOUX,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-17363400002,2019-02-05,4777,CASEY'S GENERAL STORE #1365 / PAULLINA,319 E GRAND AVE,PAULLINA,51046.0,POINT(-95.68472 42.982805),71,O'BRIEN,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-14527200013,2018-09-19,4774,CASEY'S GENERAL STORE #3034 / ESTHERVILLE,"1615, CENTRAL AVE",ESTHERVILLE,51334,POINT(-94.822033 43.402229),32,EMMET,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK PET VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-22139900035,2019-09-25,5633,HOME TOWN WINE & SPIRITS,1202 A AVE E,OSKALOOSA,52577,POINT(-92.631487 41.296286),62,MAHASKA,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-41999200005,2021-11-15,5597,LIQUOR TOBACCO & GAS,1401 CENTRAL AVE,DUBUQUE,52001.0,POINT(-90.66784 42.50649),31,DUBUQUE,1031100.0,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,35944,FLEISCHMANNS 80PRF VODKA,24,375,1.74,2.61,48,125.28,18.0,4.75
INV-29857300001,2020-08-31,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722.0,POINT(-90.48065 41.529655),82,SCOTT,1031100.0,AMERICAN VODKAS,259.0,HEAVEN HILL BRANDS,36122,DEEP EDDY 80PRF,12,750,8.5,12.75,24,306.0,18.0,4.75
INV-47125500011,2022-05-05,4453,SID'S GAS AND GROCERIES,"1116, HWY 69 SOUTH",FOREST CITY,50436.0,POINT(-93.637202 43.248981),95,WINNEBAGO,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-31888700002,2020-11-12,5428,CASEY'S GENERAL STORE # 2789/ CEDAR RAPIDS,888 VERNON VALLEY DRIVE SE,CEDAR RAPIDS,52403.0,POINT(-91.553516 41.977177),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-58811600013,2023-05-25,4505,CASEY'S GENERAL STORE #2816 / JOHNSTON,6417 NORTHGLEN DR,JOHNSTON,50131.0,POINT(-93.70535596 41.688044999),,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-20235600082,2019-06-26,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT(-91.530463 41.642764),52,JOHNSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-26312500002,2020-04-03,4817,CASEY'S GENERAL STORE #3217 / KNOXVILLE,"1201, E MAIN ST",KNOXVILLE,50138.0,POINT(-93.086255 41.318981),63,MARION,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-22997000004,2019-11-04,5339,PRIME STAR,395 WESTERN AVENUE,MARENGO,52301,POINT(-92.074374 41.792953),48,IOWA,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-58979200007,2023-06-01,5073,"WILLIAMS BOULEVARD SERVICE, INC.","2601, WILLIAMS BLVD SW",CEDAR RAPIDS,52404.0,POINT(-91.706605401 41.964278287),,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-53276400001,2022-11-22,5582,CASEY'S GENERAL STORE #1398 / ROLAND,201 E MAPLE,ROLAND,50236.0,POINT(-93.50007 42.1664),,STORY,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-31185200008,2020-10-20,5988,CASEY'S GENERAL STORE #1527 / GRINNELL,312 WEST ST,GRINNELL,50112.0,POINT(-92.727347 41.73523),79,POWESHIEK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-25677300001,2020-03-06,4823,CASEY'S GENERAL STORE #3223 / CRESTON,903 N SUMNER AVE,CRESTON,50801.0,POINT(-94.372568 41.066824),88,UNION,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-17945500004,2019-03-06,4817,CASEY'S GENERAL STORE #3217 / KNOXVILLE,"1201, E MAIN ST",KNOXVILLE,50138,POINT(-93.086255 41.318981),63,MARION,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-27555300035,2020-05-28,5870,KEYSTONE LIQUOR,517 2ND ST,CORALVILLE,52241.0,POINT(-91.574095 41.671543),52,JOHNSON,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-59312000004,2023-06-12,6031,CASEY'S GENERAL STORE #2846 / MAQUOKETA,104 WESTGATE DR,MAQUOKETA,52060.0,POINT(-90.681439969 42.068018002),,JACKSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-59439500004,2023-06-15,5073,"WILLIAMS BOULEVARD SERVICE, INC.","2601, WILLIAMS BLVD SW",CEDAR RAPIDS,52404.0,POINT(-91.706605401 41.964278287),,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-52141800012,2022-10-17,2689,HY-VEE C-STORE - DOUGLAS,8607 DOUGLAS AVE,URBANDALE,50322,POINT(-93.736831 41.629333),,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-20913100027,2019-07-29,4566,KUM & GO #508 / CEDAR RAPIDS,30 FOUR OAKS DR SW,CEDAR RAPIDS,52404,POINT(-91.658073 41.923446),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-23995000020,2019-12-17,4588,SAM'S MINI MART / SIOUX CITY,923 W 7TH ST,SIOUX CITY,51103,POINT(-96.419074 42.503495),97,WOODBURY,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-46483600023,2022-04-14,4517,CASEY'S GENERAL STORE #2767 / CEDAR RAPIDS,3434 1ST AVE NE,CEDAR RAPIDS,52402,POINT(-91.635028 42.013063),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-22040400019,2019-09-20,4605,KUM & GO #509 / MARION,1203 BLAIRS FERRY RD,MARION,52302,POINT(-91.624929 42.032437),57,LINN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-55099000002,2023-01-19,5073,"WILLIAMS BOULEVARD SERVICE, INC.","2601, WILLIAMS BLVD SW",CEDAR RAPIDS,52404,POINT(-91.7069 41.96458),,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-23768600002,2019-12-09,5646,IOWA SMOKE AND LIQUOR,70 KIRKWOOD COURT SW,CEDAR RAPIDS,52404,POINT(-91.655473 41.921351),57,LINN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-56298700015,2023-03-02,5035,CASEY'S GENERAL STORE #3205 / COUNCI,19900 VIRGINIA HILLS RD,COUNCIL BLUFFS,51503.0,POINT(-95.80528 41.23195),,POTTAWATTAMIE,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-55375100003,2023-01-27,6053,CASEY'S GENERAL STORE #2307 / MELCHER-DALLAS,101B SW A STREET,MELCHER-DALLAS,50163,,,MARION,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-37220800003,2021-06-05,5572,CASEY'S GENERAL STORE #2790 / CEDAR RAPIDS,588 BOYSON RD NE #110,CEDAR RAPIDS,52402.0,POINT(-91.641223 42.046733),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-48410500005,2022-06-16,5539,CASEY'S GENERAL STORE #1901 / DES MOINES,2541 NW 66TH AVE,DES MOINES,50313,POINT(-93.652641 41.680392),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-35826900002,2021-04-15,5783,CASEY'S GENERAL STORE #2319 / FT MADISON,1428 38TH ST,FORT MADISON,52627.0,POINT(-91.361802 40.624094),56,LEE,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-29296100001,2020-08-07,5935,CASEY'S GENERAL STORE #2364 / URBANDALE,3935 NW URBANDALE DR,URBANDALE,50322.0,POINT(-93.756964 41.632801),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-23654100012,2019-12-03,4558,KUM & GO #226 / SIOUX CITY,1373 PIERCE ST,SIOUX CITY,51105,POINT(-96.405013 42.504732),97,WOODBURY,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-27720500019,2020-06-04,4077,XO FOOD AND LIQUOR,428 FRANKLIN ST,WATERLOO,50703.0,POINT(-92.334641 42.501602),7,BLACK HAWK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-38794400036,2021-07-30,5126,PRICE CHOPPER  /  MERLE HAY #1315,4343 MERLE HAY RD,DES MOINES,50310.0,POINT(-93.697647 41.637408),77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-22734600019,2019-10-22,4819,SUPER STOP 2 / ALTOONA,2635 ADVENTURELAND DR,ALTOONA,50009,POINT(-93.494642 41.65854),77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-56259600010,2023-02-28,5519,CASEY'S GENERAL STORE #3648 / AKRON,80 SOUTH ST,AKRON,51001.0,POINT(-96.56297 42.82309),,PLYMOUTH,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-37042500001,2021-05-28,5513,RICHMOND & FERRY BP,720 RICHMOND AVE,OTTUMWA,52501.0,POINT(-92.432517 41.007272),90,WAPELLO,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-45249300018,2022-07-26,5582,CASEY'S GENERAL STORE #1398 / ROLAND,201 E MAPLE,ROLAND,50236,POINT(-93.500045 42.166382),,STORY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-32793400073,2020-12-16,2647,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411.0,POINT(-91.701581 42.030129),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-31641200006,2020-11-03,4910,PRIME MART #3 / WATERLOO,1008 LAPORTE RD,WATERLOO,50702.0,POINT(-92.322988 42.47658),7,BLACK HAWK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-26438900011,2020-04-10,2696,HY-VEE C-STORE / SE ARMY POST,1113 SE ARMY POST RD,DES MOINES,50315.0,POINT(-93.600993 41.526276),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-52892900062,2022-11-09,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402.0,POINT(-91.65818 42.01089),,LINN,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-19941500012,2019-06-11,5096,WALGREENS #11710 / NORTH LIBERTY,625 PACHA PARKWAY,NORTH LIBERTY,52317,POINT(-91.606273 41.752793),52,JOHNSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-52923000052,2022-11-10,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.67321 41.59983),,POLK,1031100,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-61685800017,2023-08-29,2709,HY-VEE FAST AND FRESH - DUBUQUE,2435 NW ARTERIAL,DUBUQUE,52002,POINT(-90.742075998 42.517432013),,DUBUQUE,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-29980400012,2020-09-04,5716,BIG 10 MART #69,2480 EAST 53RD,BETTENDORF,52722.0,POINT(-90.498167 41.575178),82,SCOTT,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-47508600032,2022-05-17,4728,WALGREENS #05077 / IOWA CITY,2214 MUSCATINE AVE,IOWA CITY,52240.0,POINT(-91.502717 41.649538),52,JOHNSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-40648400016,2021-10-04,4715,WALGREENS #06678 / WEST DES MOINES,1999 GRAND AVE,WEST DES MOINES,50265.0,POINT(-93.731469 41.571398),77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-21165800063,2019-08-12,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,POINT(-90.548919 41.556781),82,SCOTT,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-31019600006,2020-10-14,4501,KUM & GO #134 / FAIRFIELD,1601 W BURLINGTON AVE,FAIRFIELD,52556.0,POINT(-91.981752 41.006447),51,JEFFERSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-29751300015,2020-08-26,4767,CASEY'S GENERAL STORE #3075 / ANKENY,6981 NE 14TH ST,ANKENY,50023.0,POINT(-93.600659 41.687793),77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-41315600003,2021-10-25,4982,KIMMES COUNTRY STORE ALTA 05,101 E  HWY 7,ALTA,51002.0,POINT(-95.303734 42.675619),11,BUENA VISTA,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-20726300073,2019-07-19,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,480 7TH AVE,MARION,52302,POINT(-91.605094 42.033366),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-51986100009,2022-10-11,4524,CASEY'S GENERAL STORE #1139 / NORA SPRINGS,14 E CONGRESS,NORA SPRINGS,50458,POINT(-93.005225 43.142731),,FLOYD,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-18316800002,2019-03-25,4736,WALGREENS #03876 / MARION,1225 7TH AVE,MARION,52302,POINT(-91.596312 42.033295),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
